,ScientificName,CommonName,SC,SMC,MUCode,MUName,Season,Region,level3,Macrogroup
6,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9208,Southern Coastal Plain Seepage Swamp and Baygall                                                   ,winter,Southeast,9208,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp
5336,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9819,Central Interior and Appalachian Riparian Systems                                                  ,winter,Southeast,9819,Central Hardwoods Floodplain Forest
30,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9703,Southern Coastal Plain Nonriverine Cypress Dome                                                    ,winter,Southeast,9703,Pond-cypress Basin Swamp
52,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9715,Southern Piedmont/Ridge and Valley Upland Depression Swamp                                         ,winter,Southeast,9715,Central Hardwoods Swamp Forest
92,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9801,Atlantic Coastal Plain Blackwater Stream Floodplain Forest - Forest Modifier                       ,winter,Southeast,9801,Southern Coastal Plain Floodplain Forest
5979,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9805,South-Central Interior Large Floodplain - Forest Modifier                                          ,winter,Southeast,9805,Central Hardwoods Floodplain Forest
7785,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9204,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Nupea Modifier                         ,winter,Southeast,9204,Southern Coastal Plain Basin Swamp & Flatwoods
1085,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,4210,Atlantic Coastal Plain Central Maritime Forest                                                     ,winter,Southeast,4210,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
7049,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,4541,East-Central Texas Plains Pine Forest and Woodland                                                 ,winter,Southeast,4541,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
7770,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9235,Atlantic Coastal Plain Northern Tidal Wooded Swamp                                                 ,winter,Southeast,9235,Southern Coastal Plain Floodplain Forest
7751,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9218,Atlantic Coastal Plain Southern Tidal Wooded Swamp                                                 ,winter,Southeast,9218,Southern Coastal Plain Floodplain Forest
8381,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,8201,Deciduous Plantation,winter,Southeast,8201,Southeastern North American Ruderal Forest
7742,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9702,South Florida Cypress Dome                                                                         ,winter,Southeast,9702,Caribbean Swamp
7306,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9845,Atlantic Coastal Plain Brownwater Stream Floodplain Forest                                         ,winter,Southeast,9845,Southern Coastal Plain Floodplain Forest
7706,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9301,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest  - Taxodium/Nyssa Modifier        ,winter,Southeast,9301,Southern Coastal Plain Basin Swamp & Flatwoods
177,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9841,Southern Piedmont Small Floodplain and Riparian Forest                                             ,winter,Southeast,9841,Southern Coastal Plain Floodplain Forest
7675,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9201,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Taxodium Modifier                      ,winter,Southeast,9201,Southern Coastal Plain Basin Swamp & Flatwoods
7659,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9238,South Florida Bayhead Swamp                                                                        ,winter,Southeast,9238,Caribbean Swamp
229,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9852,Southern Coastal Plain Blackwater River Floodplain Forest                                          ,winter,Southeast,9852,Southern Coastal Plain Floodplain Forest
5413,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9839,West Gulf Coastal Plain Small Stream and River Forest                                              ,winter,Southeast,9839,Southern Coastal Plain Floodplain Forest
9763,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9844,Red River Large Floodplain Forest                                                                  ,winter,Southeast,9844,Southern Coastal Plain Floodplain Forest
2311,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,8203,Managed Tree Plantation,winter,Southeast,8203,Eastern North American Ruderal Forest
7257,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9842,Atlantic Coastal Plain Small Brownwater River Floodplain Forest                                    ,winter,Southeast,9842,Southern Coastal Plain Floodplain Forest
2233,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,4141,East-Central Texas Plains Riparian Forest                                                          ,winter,Southeast,4141,Southern Great Plains Floodplain Forest & Woodland
336,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9818,Central Interior and Appalachian Floodplain Systems                                                ,winter,Southeast,9818,Central Hardwoods Floodplain Forest
9049,Melospiza melodia,Song Sparrow,bSOSPx,bSOSPx-w6,9203,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Pine Modifier                          ,winter,Southeast,9203,Southern Coastal Plain Basin Swamp & Flatwoods
7909,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4543,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland                                      ,year-round,Northwest,4543,Central Rocky Mountain Dry Lower Montane-Foothill Forest
4315,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4527,Rocky Mountain Lodgepole Pine Forest                                                               ,year-round,Northwest,4527,Rocky Mountain Subalpine-High Montane Conifer Forest
4384,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4533,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland                                         ,year-round,Northwest,4533,Vancouverian Subalpine Forest
508,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland                                  ,year-round,Northwest,4531,Rocky Mountain Subalpine-High Montane Conifer Forest
2414,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,8203,Managed Tree Plantation,year-round,Northwest,8203,Eastern North American Ruderal Forest
937,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4319,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland                                        ,year-round,Northwest,4319,Southern Vancouverian Dry Foothill Forest
9495,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4606,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest                                ,year-round,Northwest,4606,Vancouverian Lowland & Montane Forest
7439,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4524,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest                                     ,year-round,Northwest,4524,Central Rocky Mountain Dry Lower Montane-Foothill Forest
6364,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4544,Rocky Mountain Poor-Site Lodgepole Pine Forest                                                     ,year-round,Northwest,4544,Rocky Mountain Subalpine-High Montane Conifer Forest
4912,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland                            ,year-round,Northwest,4610,Southern Rocky Mountain Lower Montane Forest
6423,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4547,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest                              ,year-round,Northwest,4547,Vancouverian Lowland & Montane Forest
432,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4522,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest                                ,year-round,Northwest,4522,Vancouverian Lowland & Montane Forest
7079,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,8202,Evergreen Plantation or Managed Pine,year-round,Northwest,8202,Southeastern North American Ruderal Forest
4156,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4324,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland                                      ,year-round,Northwest,4324,Rocky Mountain Subalpine-High Montane Conifer Forest
586,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland                                      ,year-round,Northwest,4611,Rocky Mountain Subalpine-High Montane Conifer Forest
2902,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4602,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland                                      ,year-round,Northwest,4602,Central Rocky Mountain Mesic Lower Montane Forest
7384,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4318,Mediterranean California Red Fir Forest                                                            ,year-round,Northwest,4318,Vancouverian Subalpine Forest
9456,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4523,North Pacific Mountain Hemlock Forest                                                              ,year-round,Northwest,4523,Vancouverian Subalpine Forest
6471,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4607,North Pacific Mesic Western Hemlock-Silver Fir Forest                                              ,year-round,Northwest,4607,Vancouverian Lowland & Montane Forest
7984,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y1,4609,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest                                         ,year-round,Northwest,4609,Central Rocky Mountain Mesic Lower Montane Forest
6007,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y2,4535,Boreal Jack Pine-Black Spruce Forest                                                               ,year-round,Upper Midwest,4535,West-Central North American Boreal Forest
3678,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y2,4327,Laurentian-Acadian Pine-Hemlock-Hardwood Forest                                                    ,year-round,Upper Midwest,4327,Laurentian-Acadian Hardwood - Conifer Mesic Forest
7080,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y2,8202,Evergreen Plantation or Managed Pine,year-round,Upper Midwest,8202,Southeastern North American Ruderal Forest
2415,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y2,8203,Managed Tree Plantation,year-round,Upper Midwest,8203,Eastern North American Ruderal Forest
5889,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y2,4326,Boreal White Spruce-Fir-Hardwood Forest                                                            ,year-round,Upper Midwest,4326,West-Central North American Boreal Forest
2416,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y3,8203,Managed Tree Plantation,year-round,Northeast,8203,Eastern North American Ruderal Forest
3325,Falcipennis canadensis,Spruce Grouse,bSPGRx,bSPGRx-y3,4333,Acadian Low-Elevation Spruce-Fir-Hardwood Forest                                                   ,year-round,Northeast,4333,Laurentian-Acadian Hardwood - Conifer Mesic Forest
